vocab,type,meaning,weight
enjoyable,adj,快樂的;有樂趣的,0
environmental,adj,環境的;有關環境(保護)的,0
evil,adj,邪惡的,0
expressive,adj,表達的;表情豐富的,0
extreme,adj,"極端的,極度的",0
faint,adj,頭暈的;暗淡的,0
fairy,adj,小妖精(似)的;優雅的,0
fake,adj,假的;冒充的,0
familiar,adj,熟悉的;常見的,0
fancy,adj,花俏的;特級的,0
farther,adj,"far的比較級; 更遠的,再往前的",0
fashionable,adj,時尚的,0
fond,adj,喜歡的;愛好的,0
frequent,adj,頻繁的;屢次的,0
global,adj,全世界的,0
gradual,adj,"逐漸的,逐步的",0
handy,adj,便利的;靈活的;易於操作的,0
harmful,adj,有害的,0
hasty,adj,"倉促的,輕率的",0
historic,adj,歷史上著名的,0
historical,adj,"歷史的,史學的",0
hollow,adj,空的;凹陷的,0
holy,adj,神聖的,0
horrible,adj,可怕的,0
hourly,adj,以鐘點計算的,0
humorous,adj,幽默的,0
icy,adj,冰冷的,0
ideal,adj,"理想的,完美的",0
immediate,adj,即刻的,0
impressive,adj,予人深刻印象的,0
individual,adj,個別的,0
indoor,adj,"室內的,戶內的",0
industrial,adj,"工業的,產業的",0
inferior,adj,低等的;下級的,0
inner,adj,內部的,0
innocent,adj,"無罪的,清白的",0
internal,adj,內部的,0
ivory,adj,乳白色的,0
jealous,adj,嫉妒的,0
joyful,adj,"高興的,充滿喜悅的",0
latter,adj,後者,0
liberal,adj,自由主義的,0
lively,adj,精力充沛的;活潑的,0
loose,adj,鬆的,0
magical,adj,"魔術的,魔法的",0
major,adj,較多的;主要的,0
manageable,adj,可控制的,0
marvelous,adj,了不起的,0
mathematical,adj,數學的,0
mature,adj,成熟的;到期的,0
meaningful,adj,意味深長的;有意義的,0
medical,adj,醫學的;醫術的;醫療的,0
mental,adj,"精神的,心理的",0
merry,adj,"愉快的,興高采烈的",0
mighty,adj,強大的;強有力的,0
minor,adj,較小的;較次要的,0
missing,adj,缺掉的;失蹤的;找不到的,0
mobile,adj,移動式的;流動的,0
moist,adj,"潮濕的,微濕的",0
moral,adj,道德(上)的,0
musical,adj,音樂的,0
native,adj,"本土的,本國的",0
nervous,adj,緊張的,0
noble,adj,崇高的;宏偉的,0
normal,adj,"正常的,正規的",0
obvious,adj,明顯的;顯著的,0
odd,adj,"奇特的,古怪的;單數的",0
opposite,adj,"相反的,對立的",0
optimistic,adj,樂觀的,0
original,adj,"最初的,本來的;原始的",0
outdoor,adj,"戶外的,露天的,野外的",0
outer,adj,"外面的,外表的",0
pale,adj,蒼白的;黯淡的,0
plastic,adj,"可塑的,塑性的;整形的",0
political,adj,政治的;政治上的,0
pop,adj,"通俗的,流行的",0
practical,adj,實用的,0
precious,adj,寶貴的,0
previous,adj,"先的,以前的",0
primary,adj,主要的;初級的,0
probable,adj,很可能發生的,0
proper,adj,"適合的,適當的",0
protective,adj,"保護的,防護的",0
pure,adj,純粹的,0
queer,adj,古怪的;頭暈眼花的,0
racial,adj,種族的,0
raw,adj,"生的,未煮過的;未加工的",0
reasonable,adj,"合理的,正當的",0
regional,adj,"地區的,局部的",0
reliable,adj,可信賴的;可靠的;確實的,0
religious,adj,宗教的;虔誠的,0
remote,adj,遙遠的;偏僻的,0
representative,adj,"代表性的,典型的",0
ripe,adj,成熟的,0
roast,adj,烘烤的,0
romantic,adj,富於浪漫色彩的,0
rotten,adj,腐爛的;發臭的,0
rough,adj,粗糙的;表面不平的,0
routine,adj,"日常的,例行的,常規的",0
rusty,adj,生鏽的,0
satisfactory,adj,令人滿意的,0
scarce,adj,缺乏的;不足的,0
scary,adj,膽小的;提心吊膽的,0
scientific,adj,科學的,0
secondary,adj,第二的;次要的,0
sensible,adj,有知覺的;明顯的,0
sensitive,adj,敏感的;易受傷害的,0
sexual,adj,兩性的;關於性關係的;性慾的,0
sexy,adj,性感的,0
shady,adj,靠不住的;名聲不好的,0
shallow,adj,淺的,0
shiny,adj,晴朗的;有光澤的,0
significant,adj,有意義的,0
sincere,adj,誠懇的,0
slippery,adj,容易滑的;不明確的,0
smooth,adj,"平滑的,光滑的;平坦的",0
solid,adj,結實的;堅固的,0
sore,adj,疼痛的,0
specific,adj,"特殊的,特定的",0
stable,adj,"穩定的,牢固的",0
stale,adj,不新鮮的;污濁的;陳舊的,0
steady,adj,"穩固的,平穩的",0
steep,adj,陡峭的,0
sticky,adj,黏的;塗有黏膠物質的;泥濘的,0
stiff,adj,"硬的;挺的;拘謹的,不自然的",0
stormy,adj,暴風雨的,0
stubborn,adj,"倔強的,頑固的",0
sufficient,adj,"足夠的,充分的",0
suitable,adj,適當的;合適的;適宜的,0
superior,adj,"優秀的,上等的",0
suspect,adj,可疑的;受到懷疑的;不可信的,0
swift,adj,"快速的,快捷的",0
tame,adj,"經馴養的,馴服的",0
technical,adj,"專門的,技術性的",0
temporary,adj,臨時的;暫時的,0
tender,adj,溫柔的,0
thankful,adj,"感謝的,感激的",0
tidy,adj,整潔的,0
tight,adj,緊的,0
tricky,adj,狡猾的;機警的,0
tropical,adj,熱帶的,0
truthful,adj,誠實的,0
typical,adj,"典型的,有代表性的",0
upset,adj,"心煩的,苦惱的",0
vacant,adj,空白的;(職位)空缺的,0
valuable,adj,有價值的,0
various,adj,各種各樣的;好幾個的,0
violent,adj,暴力的,0
violet,adj,紫色的,0
visible,adj,可看見的,0
vivid,adj,鮮豔的;生動的,0
wealthy,adj,富裕的;豐富的,0
wicked,adj,缺德的;淘氣的;過分的,0
x-ray,adj,X光線的,0
account,v,把...視為;說明,0
ache,v,(持續性地)疼痛;渴望,0
achieve,v,實現,0
admire,v,欽佩;欣賞,0
admit,v,承認;准許進入;可容納,0
adopt,v,採納;收養;接受,0
advertise,v,為...做廣告;公佈,0
advise,v,勸告,0
affect,v,影響,0
afford,v,買得起,0
amaze,v,使大為驚奇,0
announce,v,宣佈,0
appeal,v,"呼籲,懇求",0
appreciate,v,感謝;賞識,0
approach,v,"接近,靠近",0
approve,v,同意;贊許,0
assist,v,"幫助,協助",0
attempt,v,試圖;企圖,0
attract,v,吸引,0
author,v,"開創,發起;著作,編寫",0
average,v,算出...的平均數;使平衡; 平均為,0
awake,v,喚醒,0
awaken,v,醒;覺醒;喚起,0
award,v,授予,0
ax,v,用斧劈;解雇,0
axe,v,ax,0
bait,v,置餌於,0
balance,v,使平衡,0
bandage,v,用繃帶包紮,0
bang,v,發出砰的一聲;砰地敲,0
bare,v,露出,0
beam,v,以樑支撐;用...照射,0
behave,v,舉動;守規矩,0
benefit,v,對...有益,0
blame,v,歸咎於,0
blanket,v,(似)用毯覆蓋;掩蓋,0
bleed,v,流血,0
bless,v,祝福;保佑,0
boot,v,開機,0
border,v,"毗鄰,接界",0
bore,v,使厭煩,0
brake,v,"煞車,制動",0
breathe,v,呼吸,0
breeze,v,吹著微風,0
bubble,v,沸騰;冒泡,0
bud,v,使發芽,0
budget,v,把...編入預算,0
bump,v,"碰,撞",0
burden,v,加重壓於,0
bury,v,"埋葬,安葬",0
buzz,v,嗡嗡叫,0
canoe,v,用獨木舟載運,0
capture,v,捕獲;俘虜,0
cast,v,"投,擲; 選派...扮演角色",0
celebrate,v,慶祝,0
chain,v,拘禁;束縛,0
challenge,v,對...提出異議,0
channel,v,在...開水道;傳送,0
charm,v,使陶醉,0
chat,v,"閒談,聊天",0
cheer,v,向...歡呼,0
chew,v,咀嚼,0
chill,v,"使變冷;使打寒顫;使掃興,使沮喪",0
chip,v,"削,鑿,鏟",0
choke,v,使窒息;哽住,0
chop,v,"砍,劈,斬",0
click,v,發出卡嗒(或喀嚓)聲,0
clip,v,剪;修剪;剪短;剪除,0
combine,v,使結合,0
comfort,v,"安慰,慰問",0
command,v,命令;掌握; 指揮;控制,0
communicate,v,傳達;傳遞,0
compete,v,競爭;對抗,0
concern,v,使擔心,0
conclude,v,"推斷出,斷定",0
condition,v,決定;為...的條件,0
confuse,v,使迷惑,0
connect,v,"連接,連結",0
contract,v,締結;訂契約;承包;收縮,0
couch,v,使躺下;表達;蹲著;埋伏,0
cradle,v,撫育,0
crash,v,"碰撞,倒下,墜落",0
crawl,v,"爬行,蠕動",0
credit,v,把...記入貸方,0
creep,v,躡手躡足地走,0
crown,v,為...加冕,0
cycle,v,"循環,輪轉",0
dam,v,"築壩於,築壩攔(水)",0
dare,v,敢;膽敢,0
dash,v,使(希望等)破滅;使沮喪,0
deafen,v,使聾;淹沒(聲音),0
deepen,v,使加深;使強烈;使變濃,0
define,v,"解釋,給...下定義",0
deposit,v,"放下,放置;寄存",0
destroy,v,"毀壞,破壞",0
detail,v,"詳述,詳細說明",0
determine,v,決定,0
diet,v,節食,0
dim,v,變暗淡;變模糊,0
dine,v,"進餐,用餐",0
dip,v,浸;泡,0
disappoint,v,使失望,0
discount,v,將...打折扣,0
dislike,v,"不喜愛,厭惡",0
ditch,v,掘溝,0
dive,v,跳水,0
dock,v,靠碼頭;入船塢,0
dodge,v,閃開;迴避,0
dose,v,(按劑量)給...服藥,0
drain,v,排出(液體),0
drip,v,滴下,0
drown,v,"淹沒,浸濕",0
dump,v,傾倒;拋棄,0
dust,v,"撣去,擦去",0
echo,v,發出回聲,0
edit,v,編輯;校訂,0
educate,v,教育,0
elbow,v,"用肘推,擠進",0
emphasize,v,強調,0
employ,v,僱用,0
empty,v,倒空;流空,0
enable,v,使成為可能,0
engage,v,使訂婚;使忙於,0
envy,v,羨慕;嫉妒,0
erase,v,"擦掉,抹去",0
escape,v,逃跑;逃脫,0
exchange,v,交換;調換;兌換,0
exit,v,"出去,離去;退去",0
experiment,v,"進行實驗,試驗",0
explode,v,使爆炸,0
export,v,輸出,0
fade,v,"凋謝,枯萎;(顏色)褪去",0
faint,v,"昏厥,暈倒",0
fake,v,"偽造;捏造;欺騙,迷惑",0
fancy,v,想像;猜想;愛慕(異性),0
fashion,v,把...塑造成,0
fasten,v,紮牢;繫緊,0
fax,v,傳真傳輸,0
feature,v,以...為特色,0
file,v,把...歸檔,0
fist,v,拳打,0
flame,v,"發火焰,燃燒",0
flavor,v,給...調味,0
float,v,浮,0
flock,v,聚集;成群地去(或來),0
fold,v,摺疊;對摺,0
found,v,建立;建造;鑄造;熔化,0
freeze,v,"結冰,凝固;凍結",0
frequent,v,"常到,常去",0
frustrate,v,挫敗;阻撓,0
fry,v,油炸,0
fund,v,"提供(事業,活動等的)資金",0
gamble,v,賭博;打賭,0
gang,v,成群結隊;結夥,0
gesture,v,"做手勢,用動作示意",0
glance,v,"看一下,一瞥;掃視",0
glory,v,驕傲;自豪,0
glow,v,"發白熱光,灼熱",0
gossip,v,閒聊,0
grab,v,"攫取,抓取",0
graduate,v,畢業,0
grasp,v,抓牢;握緊,0
grin,v,露齒而笑,0
harbor,v,庇護;藏匿,0
harm,v,"損害,傷害;危害",0
harvest,v,收割;收穫,0
hatch,v,孵出,0
headline,v,給...加標題,0
heal,v,癒合;痊癒,0
heap,v,裝滿,0
heel,v,給(鞋等)裝後跟;緊跟;(船)傾斜,0
hesitate,v,躊躇;猶豫,0
hike,v,徒步旅行,0
hint,v,"暗示,示意",0
hollow,v,挖空;凹陷,0
honor,v,"使增光;承兌,支付",0
hug,v,摟抱,0
hush,v,"使沈默,使安靜",0
import,v,輸入,0
impress,v,給...極深的印象,0
inform,v,"通知,告知",0
injure,v,傷害;損害;毀壞,0
inspect,v,檢查;審查,0
interrupt,v,打斷(談話和工作等),0
investigate,v,"調查,研究",0
jail,v,監禁;拘留,0
jaw,v,對...嘮叨;責罵,0
jet,v,"噴出,射出",0
journey,v,旅行,0
junk,v,把...當廢物丟棄;拋棄,0
kneel,v,跪(下),0
knight,v,"封...為爵士,授...以爵士位",0
knit,v,編織,0
knot,v,把...打結;捆紮,0
label,v,貼標籤於,0
lace,v,用花邊等裝飾,0
leak,v,洩漏(祕密等),0
leap,v,"跳,跳躍",0
lengthen,v,"使加長,使延長",0
litter,v,亂丟(雜物),0
load,v,"裝,裝載",0
loosen,v,"鬆開,解開",0
lullaby,v,唱搖籃曲使入睡,0
major,v,主修,0
manage,v,管理;經營;處理,0
march,v,行軍;把(人)強行帶走,0
melt,v,融化;熔化,0
memorize,v,記住;背熟,0
mend,v,"修理,修補",0
mention,v,"提到,說起",0
mess,v,"弄髒,弄亂",0
microwave,v,用微波爐烹調,0
mill,v,碾碎,0
mist,v,使蒙上薄霧,0
mob,v,"成群襲擊,圍攻",0
mop,v,拖洗;擦去,0
murder,v,"謀殺,兇殺",0
mushroom,v,雨後春筍般地湧現,0
nap,v,"打盹,小睡",0
nickname,v,給...起綽號,0
observe,v,看到;觀察,0
occasion,v,引起;惹起,0
orphan,v,使成孤兒,0
outline,v,"概述,略述",0
owe,v,欠(債等);應給予;應該做,0
pad,v,"填塞,襯填",0
panic,v,使恐慌,0
parade,v,在...遊行,0
parcel,v,分;分配,0
participate,v,"參加,參與",0
pause,v,中止,0
pave,v,"鋪,築(路等)",0
paw,v,(用腳爪等)抓;扒,0
peak,v,使尖起;達到高峰;聳起,0
peel,v,"削去;剝,去(皮,殼等)",0
peep,v,"窺,偷看",0
perform,v,"履行;執行;表演, 演奏",0
permit,v,"允許,許可,准許",0
persuade,v,"說服,勸服",0
pickle,v,醃製;將...做成泡菜,0
pilot,v,駕駛(飛機等);帶領;引導,0
pit,v,使成凹;挖坑於,0
pity,v,憐憫;同情,0
plug,v,"把...塞住,堵塞",0
poll,v,對...進行民意測驗,0
pollute,v,污染,0
pop,v,發出砰(或啪)的響聲,0
portion,v,分配,0
postpone,v,"延遲,延緩",0
pour,v,"倒,灌,注",0
powder,v,變成粉末;搽粉,0
pressure,v,對...施加壓力;迫使,0
pretend,v,佯裝;假裝,0
prevent,v,"防止,預防",0
process,v,加工沖洗(膠卷),0
profit,v,"得益,獲益",0
program,v,為...安排節目;設計電腦程式,0
promote,v,推銷(商品等),0
punch,v,用拳猛擊,0
pursue,v,追求;從事,0
quarrel,v,爭吵,0
quote,v,引用;引述,0
rank,v,把...分等;把...評級,0
rate,v,對...評價,0
react,v,作出反應,0
recognize,v,識別;認識;承認,0
recover,v,尋回;恢復,0
reduce,v,減少;縮小;降低,0
regret,v,懊悔,0
relate,v,"有關,涉及",0
relax,v,"使鬆弛,使鬆懈,放鬆",0
release,v,"釋放,解放",0
rely,v,"依靠,依賴",0
remain,v,"剩下,餘留",0
remind,v,提醒,0
remove,v,"移動,搬開",0
renew,v,換新;修補,0
rent,v,租,0
repair,v,修理,0
replace,v,取代;以...代替,0
represent,v,象徵;表示,0
request,v,請求給予,0
reserve,v,"儲備,保存;保留",0
resist,v,"抵抗,反抗;抗拒",0
respond,v,"作答,回答",0
restrict,v,限制;限定;約束,0
reveal,v,"展現,顯露出",0
rid,v,使免除;使擺脫;從...清除,0
risk,v,冒...的風險,0
roar,v,吼叫;大聲叫喊;狂笑,0
roast,v,"烤,炙,烘",0
rob,v,搶劫,0
robe,v,使穿上禮服,0
rocket,v,用火箭運載;飛快行進,0
rot,v,"腐爛,腐壞;腐朽,破損",0
rough,v,"使不平,使粗糙;草擬;粗魯行事",0
rumor,v,謠傳;傳說,0
rust,v,生鏽,0
scatter,v,使分散;使潰散,0
schedule,v,安排;將……列入計畫（或時間）表,0
scoop,v,用勺舀;挖空;挖出,0
scout,v,"偵察;搜索;嘲笑,嘲弄",0
scream,v,尖叫;放聲大哭,0
screw,v,(用螺釘等)固定;扭歪(臉等),0
scrub,v,用力擦洗;揉,0
seal,v,"封,密封;蓋章",0
seek,v,尋覓,0
seize,v,抓住;捉住;沒收;扣押,0
sew,v,縫製;縫補,0
shade,v,"遮蔽,蔽蔭",0
shadow,v,使變暗;使陰鬱,0
shame,v,使感到羞恥,0
shampoo,v,洗(頭髮);洗(地毯等),0
shave,v,刮(鬍子等);修剪,0
shorten,v,使變短;縮短,0
shovel,v,用鐵鍬挖,0
shrink,v,"縮短,皺縮",0
sigh,v,"嘆氣,嘆息",0
signal,v,"發信號,打信號",0
sin,v,犯(罪),0
sip,v,啜飲,0
skate,v,溜冰,0
ski,v,滑雪,0
skip,v,略過;漏掉,0
slave,v,奴隸般工作;苦幹,0
slice,v,切成薄片,0
smooth,v,"光滑地,平滑地",0
snap,v,突然折斷;用快照拍攝,0
sorrow,v,感到悲傷;懊悔;遺憾,0
spice,v,加香料於,0
spill,v,使溢出;使濺出;使散落,0
spin,v,使(陀螺等)旋轉,0
spit,v,吐(唾液等),0
splash,v,"濺,潑",0
spoil,v,"寵壞,溺愛",0
sprain,v,扭;扭傷,0
spray,v,"噴灑,噴塗",0
sprinkle,v,"灑,噴淋;撒",0
spy,v,暗中監視,0
squeeze,v,"榨,擠,壓",0
stab,v,"刺,戳",0
staff,v,給...配備職員,0
stare,v,"盯,凝視",0
starve,v,餓死;餓得慌;渴望,0
steady,v,使穩固;使穩定,0
sting,v,"刺,螫,叮",0
stir,v,"攪拌,攪動",0
stitch,v,縫;繡;編結,0
strip,v,"剝去,剝光",0
structure,v,構造;組織;建造,0
stuff,v,裝;填;塞,0
style,v,稱呼;命名;設計;使成為時髦,0
suck,v,"吸,吮,啜",0
suffer,v,遭受;經歷;受苦;患病,0
suggest,v,建議,0
sum,v,計算...的總和,0
suppose,v,"猜想,以為;假定",0
surround,v,"圍,圍繞",0
survey,v,"測量,勘測",0
suspect,v,"疑有,察覺",0
swear,v,發誓;宣誓,0
sweat,v,出汗,0
swell,v,"腫起,腫脹",0
switch,v,使轉換;為...轉接(電話),0
tack,v,用平頭釘釘,0
tag,v,給...加標籤,0
tailor,v,做裁縫,0
tame,v,馴化;使軟化,0
tax,v,向...課稅,0
tease,v,逗弄;取笑;向...強求,0
tend,v,走向;趨向;照料,0
thread,v,"穿(針,線等)",0
threaten,v,"威脅,恐嚇",0
tickle,v,使發癢;逗...笑,0
tidy,v,使整潔,0
tighten,v,"變緊,繃緊",0
toss,v,"拋,扔,投",0
tow,v,"拖,拉;牽引",0
trace,v,追蹤;描繪,0
trail,v,"拖,曳",0
transport,v,"運送,運輸",0
trash,v,修剪(樹等)的枯枝殘葉;丟棄,0
tremble,v,發抖;震顫,0
troop,v,"群集,集合",0
tug,v,用力拉,0
tumble,v,跌倒;滾下,0
tune,v,為...調音,0
tutor,v,當家庭教師,0
twist,v,扭轉;扭彎,0
unite,v,統一;使團結,0
upset,v,使心煩意亂;翻倒;傾覆,0
vanish,v,使不見;使消失,0
vary,v,使不同;變更;呈多樣化,0
wag,v,搖;搖擺;搖尾巴,0
waken,v,醒來;睡醒;喚醒,0
wander,v,漫遊;閒逛,0
warn,v,警告,0
wax,v,給...上蠟,0
weaken,v,"削弱,減弱",0
weave,v,織;編,0
web,v,(蜘蛛等)結網於;形成網狀,0
weed,v,除掉(雜草),0
weep,v,"哭泣,流淚",0
whip,v,"鞭笞,抽打",0
whistle,v,吹口哨;鳴笛,0
wink,v,眨(眼),0
wipe,v,擦;揩乾,0
wrap,v,"包,裹",0
x-ray,v,用X光線檢查,0
yawn,v,打呵欠,0
yell,v,吼叫,0
zipper,v,拉上拉鍊,0
zone,v,劃出...為區,0
dare,v,敢;竟敢,0
ought,v,"應當,應該",0
aboard,adv,在船(或飛機;車)上;上船(或飛機;車),0
afterward,adv,"之後,以後,後來",0
afterwards,adv,"之後,後來",0
apart,adv,"分開地,相間隔地",0
aside,adv,在旁邊;到(或向)旁邊,0
badly,adv,壞;拙劣地,0
bang,adv,"砰地;驀地,突然;恰好,正好",0
barely,adv,僅僅;勉強,0
due,adv,(置於方位詞前)正,0
fairly,adv,"公平地,公正地",0
farther,adv,"(距離,時間)更遠地;此外",0
forever,adv,永遠,0
forth,adv,向前;向前方;向外,0
hourly,adv,頻繁地;時時,0
indeed,adv,"確實,實在",0
indoors,adv,"在室內,在屋裡",0
instead,adv,"反而,卻",0
meanwhile,adv,其間;同時,0
opposite,adv,"在對面,在對過",0
outdoors,adv,"在戶外,在野外,在露天;往戶外",0
plenty,adv,"足夠,充分地",0
pop,adv,突然地,0
rough,adv,"粗糙地,粗略地",0
seldom,adv,很少地,0
shortly,adv,"立刻,馬上;簡短地,扼要地",0
someday,adv,將來有一天,0
somehow,adv,不知怎麼的,0
sometime,adv,"某一時候;日後,改天",0
somewhat,adv,"有點,稍微",0
steady,adv,穩固地;穩定地,0
threateningly,adv,威脅地；脅迫地,0
tight,adv,牢牢地,0
aboard,prep,"上(船,飛機,車);在(船,飛機,車)上",0
beneath,prep,在...之下,0
onto,prep,到...之上;向...之上,0
opposite,prep,在...對面,0
unless,conj,"如果不,除非",0
accident,n,事故;災禍,0
account,n,帳目;描述,0
ache,n,(持續性地)疼痛,0
achievement,n,成就,0
activity,n,活動,0
ad,n,廣告,0
advantage,n,"優點,優勢;利益",0
adventure,n,冒險;冒險活動,0
advertisement,n,廣告,0
advice,n,忠告,0
adviser,n,顧問;指導教授,0
advisor,n,adviser,0
agriculture,n,農業,0
alley,n,"小巷,後街",0
amazement,n,"驚奇,詫異",0
ambassador,n,大使,0
ambition,n,野心,0
angel,n,天使,0
angle,n,角度,0
announcement,n,宣佈,0
appeal,n,"呼籲,懇求",0
approach,n,"靠近;方法,門徑",0
aquarium,n,養魚缸;水族館,0
arithmetic,n,"算術,計算",0
arrival,n,到達,0
ash,n,灰,0
athlete,n,"運動員,體育家",0
attempt,n,"企圖,嘗試",0
attitude,n,態度,0
audience,n,聽眾,0
author,n,作者;作家,0
auto,n,汽車,0
automobile,n,汽車,0
avenue,n,"大街,大道",0
average,n,平均;平均數,0
award,n,獎;獎品,0
ax,n,斧,0
axe,n,ax,0
background,n,背景,0
bacon,n,燻豬肉,0
bacteria,n,細菌,0
badminton,n,羽毛球,0
baggage,n,行李,0
bait,n,餌,0
balance,n,平衡,0
bandage,n,繃帶,0
bang,n,猛擊;猛撞,0
barn,n,穀倉;糧倉,0
barrel,n,大桶,0
bay,n,海灣,0
beast,n,野獸,0
beggar,n,乞丐,0
being,n,存在;生存;生命;本質,0
belly,n,腹部,0
benefit,n,利益;好處,0
berry,n,莓果,0
Bible,n,聖經,0
billion,n,(美國)十億,0
bingo,n,賓果遊戲,0
biscuit,n,(美國)小麵包,0
blame,n,"責備,指責;責任",0
blanket,n,毯子,0
blouse,n,女裝短上衣,0
boot,n,(長筒)靴,0
border,n,邊緣;邊境,0
bore,n,令人討厭的人(或事物),0
brake,n,煞車,0
brass,n,黃銅,0
bravery,n,"勇敢,勇氣",0
breast,n,乳房,0
breath,n,"呼吸,氣息;微風",0
breeze,n,微風,0
bride,n,新娘,0
brook,n,"小河,小溪",0
broom,n,掃帚,0
brow,n,眉頭;眉毛,0
bubble,n,"水泡,氣泡",0
bucket,n,水桶,0
bud,n,葉芽;花蕾;少女,0
budget,n,預算,0
buffalo,n,水牛,0
buffet,n,自助餐,0
bulb,n,電燈泡,0
bull,n,公牛,0
bullet,n,子彈,0
bump,n,重擊;猛撞,0
bunch,n,"串,束",0
burden,n,重擔;負擔,0
burglar,n,"夜賊,破門盜竊者",0
bush,n,灌木,0
buzz,n,嗡嗡聲,0
cabin,n,客艙,0
campus,n,校園,0
cane,n,藤條;手杖,0
canoe,n,皮划,0
canyon,n,峽谷,0
capital,n,首都;首府;資本,0
capture,n,佔領;獲得,0
carpenter,n,"木工,木匠",0
carriage,n,運輸;運費,0
cast,n,鑄型;模子;投;擲;拋,0
caterpillar,n,履帶牽引車,0
cattle,n,"牛;牲口,家畜",0
centimeter,n,公分,0
ceramics,n,(當單數用)製陶業,0
chain,n,鏈條;項圈,0
challenge,n,挑戰;艱鉅的事,0
champion,n,"優勝者,冠軍",0
channel,n,管道;頻道,0
chapter,n,"(書籍的)章,回",0
charm,n,魅力,0
chat,n,"閒談,聊天",0
cheek,n,臉頰;腮幫子,0
cheer,n,喝采;鼓勵,0
cheese,n,起司;乳酪,0
cherry,n,櫻桃,0
chest,n,"胸;箱子,盒子",0
chew,n,咀嚼,0
childhood,n,幼時,0
chill,n,"寒冷,寒氣",0
chimney,n,煙囪,0
China,n,中國,0
chip,n,晶片;屑片;炸洋芋片;籌碼,0
choke,n,"窒息,噎",0
chop,n,肋骨肉,0
cigarette,n,"香煙,紙煙",0
circus,n,馬戲團,0
click,n,卡嗒聲,0
client,n,"顧客,客戶",0
clinic,n,"診所,門診所",0
clip,n,夾;鉗;迴紋針,0
clue,n,"線索,跡象,提示",0
cocktail,n,雞尾酒,0
coconut,n,椰子;椰子肉,0
collar,n,衣領,0
collection,n,收集,0
college,n,學院;大學,0
colony,n,殖民地,0
column,n,"(報紙的)欄,段;行",0
comfort,n,"安逸,舒適",0
comma,n,逗號;停頓,0
command,n,命令,0
commercial,n,商業廣告,0
committee,n,委員會,0
comparison,n,"比較,對照",0
complaint,n,抱怨;抗議;怨言,0
complex,n,複合物,0
concern,n,關懷,0
concert,n,"音樂會,演奏會",0
conclusion,n,結論;推論,0
condition,n,情況;條件,0
cone,n,圓錐體;圓錐形,0
connection,n,連接;聯絡;銜接,0
consideration,n,考慮,0
constant,n,"常數,衡量;不變的事物",0
continent,n,"大陸,陸地;大洲",0
contract,n,和約,0
couch,n,長沙發,0
coward,n,"懦夫,膽怯者",0
cradle,n,搖籃,0
crash,n,相撞(事故),0
crawl,n,緩慢的行進,0
creator,n,創造者;創作者,0
creature,n,生物;動物,0
credit,n,信用;貸方,0
crew,n,全體船員,0
cricket,n,蟋蟀,0
criminal,n,罪犯,0
crown,n,王冠,0
crutch,n,丁形柺杖,0
cupboard,n,食櫥;碗櫃,0
current,n,水流;電流,0
cycle,n,週期;循環,0
