vocab,type,meaning,weight
which,adj,"哪一個,哪一些;這個,這些",0
white,adj,白色的,0
whole,adj,完整的,0
wide,adj,"寬的,廣泛的",0
worse,adj,"更壞的,更差的",0
worst,adj,最壞的;最差的,0
wrong,adj,錯誤的,0
yellow,adj,黃色的,0
young,adj,年輕的,0
yucky,adj,討人厭的;噁心的,0
yummy,adj,好吃的,0
act,v,扮演,0
add,v,添加,0
address,v,寫上收件人姓名地址;向...致詞,0
age,v,使變老;使(酒之)味道變醇;使成熟,0
agree,v,同意,0
allow,v,允許,0
am,v,"是,在; be 動詞第一人稱,單數,現在式",0
answer,v,回答,0
ape,v,模仿,0
appear,v,出現,0
are,v,"是,在; be 動詞第一、第三人稱, 複數, 現在式; 第二次人單、複數, 現在式",0
ask,v,問,0
back,v,向後;追溯;回覆;贊助,0
ball,v,使成球形; 呈球狀,0
balloon,v,像氣球般鼓起(或膨脹);乘氣球上升;激增,0
bank,v,存(款)於銀行;築堤防護;堆積,0
bar,v,閂住;阻攔;禁止,0
base,v,以...為基地,0
bat,v,揮打;眨(眼),0
bathe,v,洗澡,0
be,v,是;要;有;在,0
beach,v,將(船等)拖上岸,0
beat,v,擊敗;敲擊,0
become,v,變成,0
begin,v,開始,0
believe,v,相信,0
belong,v,屬於,0
best,v,打敗;勝過,0
better,v,改善;提高;超過;變得較好,0
bite,v,咬,0
block,v,阻塞,0
blow,v,吹,0
book,v,預訂;預雇;預約;登記,0
bottom,v,"基於,根據;到達底部;降至最低點",0
box,v,把...裝箱(或盒等),0
break,v,斷裂;中斷;打破（記錄）,0
breakfast,v,吃早餐; 為...供應早餐,0
bridge,v,架橋於;把...連結(或彌合)起來,0
bring,v,帶來,0
brown,v,變成褐色(或棕色),0
bug,v,在...安裝竊聽器;煩擾;激怒,0
build,v,建造;蓋,0
bus,v,用公車運送,0
busy,v,使忙於,0
butter,v,塗奶油於;以花言巧語討好,0
buy,v,買,0
cage,v,把...關進籠子;把...囚禁起來,0
call,v,喊;打電話,0
camp,v,露營,0
can,v,"能,會;可能;可以;必須",0
cap,v,給...戴帽;加蓋於,0
care,v,關心;照顧,0
carry,v,提;搬運,0
case,v,把...裝入箱(或容器)中,0
catch,v,接(球);捕獲,0
cause,v,"導致,使發生,引起",0
center,v,集中;居中,0
chair,v,主持(會議);任(會議的)主席,0
chance,v,冒...的險;賭(錢); 碰巧,0
chart,v,繪製...的圖表;詳細計劃,0
chase,v,追,0
check,v,檢查,0
class,v,把...分類;把...分等級,0
clean,v,打掃,0
clear,v,使乾淨;收拾;交換票據,0
climb,v,爬;攀登,0
close,v,關上,0
cloud,v,陰雲密佈;變暗;變模糊;變混濁,0
coat,v,塗在...上;給...穿上外套,0
color,v,著色;渲染;文飾;歪曲;影響,0
come,v,到來,0
continue,v,繼續,0
cook,v,煮,0
cool,v,使涼快;使冷卻,0
correct,v,改正;糾正,0
cost,v,花費,0
count,v,計算;數,0
course,v,(用獵犬)追獵;追逐,0
cover,v,蓋住,0
cry,v,哭叫,0
cup,v,使(手掌)成杯狀;把...放入杯內,0
cut,v,切割;剪,0
dance,v,跳舞,0
darken,v,使變暗;變黑,0
date,v,約會,0
deal,v,處理;對付;對待[(+with)],0
decide,v,決定,0
die,v,死,0
dig,v,挖掘,0
direct,v,指引,0
dirty,v,弄髒; 變髒,0
discover,v,發現,0
dish,v,盛...於盤中,0
do,v,做,0
down,v,擊倒,0
draw,v,畫;繪製;描寫,0
dream,v,做(夢);想像,0
drink,v,喝,0
drive,v,開車,0
dry,v,曬乾;風乾,0
duck,v,躲避;迴避,0
ease,v,減輕,0
eat,v,吃,0
edge,v,使鋒利;使漸進,0
end,v,結束,0
enter,v,輸入;進入,0
equal,v,等於,0
even,v,使平坦;弄平;使相等,0
examine,v,檢查;測驗,0
except,v,把...除外;反對,0
eye,v,看;注視;審視,0
face,v,面向;正對;正視;朝;向,0
fall,v,掉下,0
fan,v,扇;煽動;激起,0
farm,v,耕作;養殖;經營農場;從事畜牧業,0
father,v,做...的父親; 創始;創立,0
fear,v,畏懼,0
feed,v,吃;餵養,0
feel,v,感覺,0
fight,v,打架;作戰,0
fill,v,充滿;填充,0
find,v,找到,0
fine,v,使純;澄清;使精細,0
finger,v,撥弄;指出;告密;告發,0
finish,v,完成,0
fire,v,"解雇,開除;點燃; 開火;射擊",0
fish,v,釣魚,0
floor,v,在...鋪設地板;使大為震驚,0
flower,v,"開花;發育,成熟;繁榮",0
fly,v,飛,0
fog,v,以霧籠罩;使困惑;使模糊,0
follow,v,遵循;跟隨,0
foot,v,"支付(帳單或費用);合計為,總計",0
force,v,強迫,0
forget,v,忘記,0
fork,v,"分歧,分叉",0
free,v,使自由;解放;使解脫,0
front,v,向前;在前面;面對,0
fruit,v,結果實; 使結果實,0
garden,v,"從事園藝,在園中種植;",0
gas,v,放出氣體;加油;空談;吹牛,0
get,v,得到;拿到,0
give,v,給,0
go,v,去;走,0
gray,v,使成灰色(或灰白),0
green,v,使成為綠色,0
grey,v,使成灰色,0
ground,v,"使擱淺;使停飛;依靠,根據,基於",0
group,v,把...分組(或歸類),0
grow,v,種植;成長,0
guess,v,猜,0
guest,v,"款待,招待",0
guide,v,引導,0
gun,v,用槍射擊,0
hand,v,"面交,給,傳遞",0
happen,v,發生,0
hate,v,憎恨,0
have,v,有,0
head,v,"率領;出發,駛往",0
hear,v,聽見,0
heat,v,把...加熱;使暖;使激動;刺激,0
help,v,幫忙,0
hit,v,打;擊,0
hold,v,拿著,0
hole,v,"鑿洞於,穿孔於;進入洞中",0
home,v,回家;為...提供住處,0
hope,v,希望,0
house,v,給...房子住,0
hurt,v,傷害;使疼痛,0
inch,v,使緩慢地移動,0
interest,v,使發生興趣,0
iron,v,熨燙,0
is,v,"是,在; be 動詞第三人稱,單數,現在式",0
join,v,加入,0
joke,v,開玩笑,0
jump,v,跳躍,0
keep,v,保留;保持,0
key,v,鎖上;插上;為...調音;用鍵盤輸入,0
kick,v,踢,0
kid,v,戲弄,0
kill,v,殺,0
kiss,v,親吻,0
knee,v,用膝蓋碰(撞),0
knife,v,"(用刀)切;戮,刺",0
know,v,知道,0
lack,v,缺乏,0
lamb,v,產羔羊,0
land,v,登陸,0
last,v,持續,0
laugh,v,笑,0
lay,v,置放;產卵,0
lead,v,引導,0
leaf,v,匆匆翻閱; 生葉片,0
learn,v,學習,0
leave,v,離開;丟下,0
let,v,讓,0
lie,v,說謊;躺,0
lift,v,舉起,0
light,v,點(火);點燃;照亮,0
like,v,喜歡,0
line,v,排隊,0
list,v,列成表,0
listen,v,傾聽,0
live,v,居住,0
long,v,長久地;始終; 渴望,0
look,v,看,0
love,v,"愛好,喜歡",0
lunch,v,吃午餐,0
machine,v,用機器做,0
mail,v,寄信,0
make,v,製造; 使得,0
man,v,給...配置人員,0
map,v,繪製...的地圖;詳細計劃,0
market,v,(在市場上)銷售,0
marry,v,結婚,0
master,v,精通,0
matter,v,"有關係,要緊",0
mean,v,意指,0
meet,v,遇見,0
middle,v,放在中間;對摺,0
milk,v,擠(奶);榨取;偷聽電訊,0
mind,v,介意,0
miss,v,想念;惦記;未達到,0
mistake,v,"弄錯,誤解;弄錯,搞錯",0
mother,v,生下;產生出,0
mouth,v,誇大地說話,0
move,v,移動,0
name,v,給...取名;列舉,0
near,v,"近,接近;幾乎,差不多",0
neck,v,摟著脖子親吻;變細;變狹窄,0
need,v,需要,0
nose,v,"探問,探著;引導;嗅,聞",0
note,v,注意;記下,0
notice,v,注意到;通知,0
number,v,"編號,總數達到,共計",0
nurse,v,"看護,護理;給...餵奶;培育;當奶媽",0
O.K.,v,尚可;挺好;批准,0
oil,v,給...加潤滑油;賄賂,0
OK,v,尚可;挺好;批准,0
okay,v,"對,很好地;批准,認可",0
open,v,打開,0
order,v,點菜;訂購,0
out,v,出現;問世;顯露,0
own,v,擁有,0
paint,v,畫圖;油漆,0
pair,v,"成對,配對",0
paper,v,"用紙包;掩蓋,粉飾",0
park,v,停放車輛; 放置,0
part,v,"使分開,使分離;斷裂;告別",0
party,v,開派對;參加派對,0
pass,v,及格;經過;超過;傳遞,0
pay,v,付錢,0
pen,v,寫;寫作;囚禁,0
pencil,v,"草擬,起草",0
people,v,"使人住在,居住於",0
pet,v,把...當作寵兒;寵愛;撫弄;生氣,0
picture,v,"畫,拍攝;描述",0
piece,v,拼湊;拼合;修理;修補,0
pig,v,生小豬;像豬一樣過活,0
place,v,"放置,安置;任命",0
plan,v,計劃,0
plant,v,栽種;播種,0
play,v,玩,0
please,v,請;取悅,0
pocket,v,侵吞;擊(球)落袋;忍受,0
point,v,瞄準;指出;強調;對準,0
police,v,"管理,監督",0
pool,v,"合辦,聯營",0
position,v,把...放在適當位置,0
power,v,給...提供動力; 快速前進,0
practice,v,練習;訓練,0
prepare,v,準備,0
price,v,給...定價,0
print,v,印刷;用印刷體寫,0
prove,v,"證明,證實",0
pull,v,拉,0
push,v,推開,0
put,v,放置,0
question,v,詢問,0
quiet,v,"使安靜;撫慰,安慰",0
race,v,與...賽跑,0
radio,v,用無線電傳送,0
rain,v,下雨,0
raise,v,舉起;提高,0
reach,v,到;伸出,0
read,v,閱讀,0
ready,v,"預先,事先;使準備好",0
reason,v,"推論,推理",0
receive,v,收到,0
remember,v,記得,0
report,v,報告;報導,0
rest,v,休息,0
return,v,回;還,0
ride,v,騎;乘,0
ring,v,"(鐘,鈴等)鳴,響",0
rise,v,起身;升起,0
roll,v,捲;滾,0
roof,v,"給...蓋屋頂,覆蓋",0
room,v,居住; 為...提供住處,0
root,v,使生根;使紮根,0
rope,v,"捆,紮,縛,綁",0
round,v,"變圓;發胖;兜圈子,環行",0
row,v,划船,0
rub,v,磨擦,0
rule,v,統治;裁決,0
run,v,跑,0
sail,v,航行,0
salt,v,給...加鹽;用鹽醃,0
sand,v,磨光;以沙堵塞,0
save,v,救;省;存錢,0
saw,v,鋸;鋸開,0
say,v,說,0
scare,v,"驚嚇,使恐懼",0
school,v,"教育,訓練",0
seat,v,使就座,0
see,v,看見,0
seed,v,"(植物)結實,結子;播種",0
seem,v,似乎是,0
seesaw,v,玩蹺蹺板;上下(來回)搖動,0
sell,v,賣,0
send,v,寄發;送,0
sense,v,"意識到;了解,領會",0
sentence,v,宣判;判決,0
serve,v,服務,0
service,v,"維修,保養",0
set,v,安放;沒入,0
shake,v,搖動;握(手),0
shape,v,"使成形;塑造,製作",0
shine,v,照耀,0
ship,v,"用船運;郵寄;解雇;上船,乘船",0
shop,v,購物,0
shoulder,v,"肩起,挑起;擔負,承擔",0
shout,v,呼叫,0
show,v,表演;顯示,0
shut,v,關閉,0
sight,v,"看見,發現;瞄準;察看",0
sing,v,唱歌,0
sit,v,坐,0
size,v,按一定尺寸製作;估算,0
skin,v,植皮;癒合;脫皮,0
sleep,v,睡覺,0
slow,v,"使慢,放慢",0
smell,v,聞,0
smile,v,微笑,0
smoke,v,抽煙;冒煙,0
snake,v,蛇行,0
snow,v,下雪,0
soap,v,用肥皂擦洗;向...灌迷魂湯,0
soil,v,弄髒,0
sound,v,聽起來,0
sour,v,使變酸;厭煩;變壞,0
space,v,隔開,0
speak,v,說;講,0
spell,v,拼字,0
spend,v,花費(錢或時間),0
spoon,v,用匙舀;舀取,0
sport,v,"炫耀;誇示;遊戲,;開玩笑,嘲弄;突變",0
stand,v,站住; 堅持; 面對; 承擔...任務,0
star,v,主演;表現出色,0
start,v,開始,0
state,v,陳述,0
station,v,"駐紮,部署,配置",0
stay,v,停留,0
step,v,跨(步);踏(腳),0
stone,v,用石頭鋪;用磨刀石磨,0
stop,v,停止,0
store,v,貯存;收存;供應;蓄有,0
study,v,學習;讀書,0
sugar,v,加糖於;粉飾,0
sun,v,"曬,曝; 曬太陽",0
surprise,v,使驚奇,0
swim,v,游泳,0
tail,v,"尾隨;盯梢;變少,縮小",0
take,v,拿;帶;採用,0
talk,v,講話,0
taste,v,嘗,0
teach,v,教,0
tell,v,告訴,0
thank,v,感謝,0
think,v,想,0
throw,v,投;拋,0
ticket,v,加標籤於;開違規罰單,0
tie,v,綁;繫,0
time,v,記錄...的時間;使合拍子,0
tire,v,疲勞,0
tool,v,使用工具,0
top,v,向高處升;達到頂點;高出;超越,0
total,v,"總計,合計",0
touch,v,觸摸,0
toy,v,"玩弄,戲耍;調情,調戲",0
train,v,"訓練,培養;瞄準; 接受訓練,鍛鍊",0
trip,v,"絆,絆倒;失足,犯錯誤;旅行",0
trouble,v,麻煩;煩惱;費心,0
true,v,"配準,擺正",0
try,v,試做,0
turn,v,轉,0
understand,v,了解,0
up,v,提高;增加;舉起;突然站起,0
use,v,利用,0
view,v,察看;將...看成是,0
visit,v,訪問,0
voice,v,"(用言語)表達,說出",0
wait,v,等候,0
walk,v,走路,0
wall,v,用牆圍住,0
want,v,想要,0
war,v,"戰爭,打仗;鬥爭;對抗",0
warm,v,使暖和,0
wash,v,洗,0
waste,v,浪費,0
watch,v,注意看,0
water,v,給...澆水;加水稀釋;流口水,0
wear,v,"穿著, 磨損, 使力竭",0
weather,v,經受到;使風化;褪色;損壞,0
weekend,v,度週末,0
weigh,v,稱...的重量,0
welcome,v,歡迎,0
while,v,"消磨(時光),輕鬆地度過",0
will,v,"將;願,要;能;願意",0
win,v,贏得,0
wind,v,"纏繞;包,裹;蜿蜒;迂迴",0
wine,v,喝酒,0
wish,v,祝福,0
word,v,用言詞表達,0
work,v,工作; 運轉,0
worm,v,蠕動;潛行;鑽入,0
worry,v,擔心,0
worst,v,"最壞地,最惡劣地;最不利地",0
write,v,寫,0
wrong,v,"冤枉,委屈;無禮地對待",0
yellow,v,"使變黃,使發黃",0
zero,v,把...調整歸零,0
can,v,能,0
cannot,v,不能,0
do,v,"構成否定句,疑問句,或強調句",0
have,v,已經,0
may,v,可能,0
must,v,必須,0
need,v,"(用於疑問句和否定句)需要,必須",0
shall,v,將;應該,0
will,v,將,0
about,adv,在四周;在附近;大約,0
above,adv,在上面;在上文;更高,0
across,adv,橫過;寬;在對面;向對面,0
after,adv,"以後,之後;在後面,隨後",0
again,adv,再一次,0
ago,adv,以前,0
ahead,adv,在前;向前;預先;事前,0
all,adv,完全地;(比分等)雙方相等,0
almost,adv,幾乎,0
alone,adv,單獨地;獨自地,0
along,adv,向前;一起;帶著;來到;去到,0
already,adv,已經,0
also,adv,也,0
always,adv,總是,0
any,adv,"(用於疑問句,否定句,if子句中)少許,稍微",0
around,adv,"到處,四處;周圍,附近;環繞;大約",0
as,adv,"跟...一樣地,同樣地;如同;例如",0
away,adv,離開,0
back,adv,回原處,0
before,adv,較早;以前;曾經;在前;向前,0
behind,adv,在背後;向背後;遲;落後,0
below,adv,在下面;到下面,0
best,adv,最好地;最適當地;最;極,0
better,adv,更好地;更適當地,0
between,adv,在中間;介乎兩者之間,0
both,adv,並;又;兩者皆,0
bright,adv,明亮地;歡快地,0
but,adv,"只,僅僅,才;絕對地",0
by,adv,經過;過去;在旁邊,0
clean,adv,"完全地,全然地;乾淨地",0
clear,adv,"清晰地,明瞭地",0
close,adv,"接近,靠近地;緊密地,緊緊地",0
dear,adv,"疼愛地;高價地,昂貴地",0
deep,adv,"深深地;晚,遲",0
direct,adv,筆直地;直接地;直達地,0
down,adv,"向下;下降;(境況)變差;減少,減弱",0
downstairs,adv,樓下地,0
each,adv,各個(地);各自(地);每一個,0
early,adv,早;提早,0
east,adv,向東方,0
either,adv,也,0
else,adv,"其他,另外;否則,要不然",0
enough,adv,"足夠地;充分地;很,十分",0
even,adv,即使,0
ever,adv,從來;曾經,0
far,adv,遠;遙遠地;久遠地,0
fast,adv,"快,迅速;緊緊地,牢固地;接近著",0
fine,adv,細微地;精巧地;很好地;妙,0
first,adv,"先,首先;第一;首次",0
free,adv,免費地;無約束地;鬆開著;脫開著,0
good,adv,(非正式) well,0
half,adv,部分地;相當地;一半地;幾乎,0
hard,adv,辛苦地;猛烈地;牢固地,0
here,adv,在這裡,0
high,adv,高;強烈地;高聲地,0
home,adv,在家;回家;到家,0
how,adv,如何,0
in,adv,進;在裡頭;在家,0
inside,adv,在裡面;往裡面,0
just,adv,正好;剛才,0
last,adv,最後地,0
late,adv,"遲到,來不及;晚",0
least,adv,最小;最少;最不,0
left,adv,在左邊;向左,0
less,adv,"較小地,較少地;不如",0
light,adv,輕地;輕裝地,0
likely,adv,很可能,0
little,adv,一點點,0
long,adv,長久地;始終,0
loud,adv,"大聲地,響亮地",0
low,adv,"低,向下地;低聲地;低價地",0
maybe,adv,可能;也許,0
more,adv,更多;另外;再,0
most,adv,"最;最多;非常,很",0
much,adv,"非常;很;差不多,幾乎",0
near,adv,近地,0
never,adv,永不,0
next,adv,"接下去,然後;下次;第二",0
no,adv,不,0
nope,adv,(否定的答話)不是;沒有;不可以,0
north,adv,向北方,0
not,adv,不,0
now,adv,現在,0
O.K.,adv,尚可;挺好;對吧,0
off,adv,脫下,0
often,adv,常常,0
OK,adv,尚可;挺好;對吧,0
okay,adv,"對,很好地;不錯",0
on,adv,繼續;向前;開著;;在進行中,0
once,adv,一次,0
only,adv,"只,僅僅,才;不料;反而",0
out,adv,在外地,0
outside,adv,外面地,0
over,adv,"在上方;越過;過分,太;再一次",0
past,adv,過;經過;越過,0
perhaps,adv,或許;可能,0
pretty,adv,十分地,0
quick,adv,"快,迅速地",0
quite,adv,完全地;相當,0
right,adv,向右地;馬上,0
round,adv,"環繞地;循環地;在附近;逐一,挨次",0
same,adv,同樣地,0
second,adv,"居第二位;第二,其次",0
sharp,adv,整(指時刻);銳利地;機警地,0
since,adv,"此後;之前,以前",0
slow,adv,慢慢地;遲遲地;慢了地,0
small,adv,"小聲地;小小地,細小地",0
so,adv,這麼;也如此,0
sometimes,adv,有時候,0
soon,adv,即刻;不久,0
south,adv,向南方,0
still,adv,仍然,0
super,adv,很;極,0
sure,adv,的確;一定;當然,0
that,adv,"那樣,那麼",0
then,adv,當時;之後;那麼,0
there,adv,在那裡,0
third,adv,第三名,0
this,adv,"這麼,這樣地",0
though,adv,"(一般放在句尾)然而,還是",0
thus,adv,"如此,這樣",0
today,adv,今天,0
together,adv,一同,0
tomorrow,adv,明天,0
tonight,adv,今夜;今晚,0
too,adv,也是;過於,0
true,adv,準確地;真實地,0
twice,adv,兩次,0
under,adv,"在下面,在下方;從屬地",0
up,adv,向上,0
upstairs,adv,樓上地,0
very,adv,很;非常,0
well,adv,很好地;充分地,0
west,adv,向西方,0
when,adv,何時,0
where,adv,在哪兒,0
why,adv,為什麼,0
wide,adv,張得(或開得)很大地;充分地,0
worse,adv,"更壞,更糟,更厲害地",0
worst,adv,"最壞地,最惡劣地;最不利地",0
wrong,adv,"錯誤地;邪惡地,不正當地",0
yeah,adv,是,0
yes,adv,是,0
yesterday,adv,昨天,0
yet,adv,尚未;但是,0
about,prep,大約;關於,0
above,prep,在…之上,0
according to,prep,根據;按照,0
across,prep,橫越;穿過,0
after,prep,在…之後,0
against,prep,反對,0
along,prep,沿著,0
among,prep,在...之中,0
around,prep,差不多;環繞,0
as,prep,以…的身份；作為,0
at,prep,在,0
before,prep,在…之前,0
behind,prep,在…後面,0
below,prep,在…之下,0
beside,prep,在...旁側,0
between,prep,在…和…之間,0
but,prep,除...以外,0
by,prep,經由,0
down,prep,向下,0
during,prep,在…期間,0
except,prep,除…之外,0
excepting,prep,除...之外,0
for,prep,為…做的;給,0
from,prep,從,0
in,prep,在…之內,0
inside,prep,在…裡面,0
into,prep,進入,0
less,prep,減去;扣除;差...,0
like,prep,像;如,0
near,prep,接近,0
of,prep,…的，屬於,0
off,prep,離去,0
on,prep,在…上面,0
out,prep,通過...而出,0
outside,prep,在外,0
over,prep,在…之上,0
past,prep,走過,0
round,prep,"圍繞,環繞;在...附近;大約",0
since,prep,由於;自從...之後,0
than,prep,比; 超過,0
till,prep,直到,0
to,prep,到;向,0
toward,prep,向;對,0
towards,prep,"向,朝;面對;將近;大約",0
under,prep,在…下面,0
until,prep,直到,0
up,prep,向...上,0
with,prep,跟...在一起;有,0
after,conj,在...之後,0
and,conj,和；及；而；就,0
as,conj,依照;當...時,0
because,conj,因為,0
before,conj,"在...以前;與其...寧可;否則,要不然",0
but,conj,但是,0
either,conj,或者(和or連用),0
for,conj,"因為,由於",0
if,conj,如果,0
nor,conj,亦不,0
once,conj,"一旦,一經...便",0
only,conj,"可是,不過;要不是,若非",0
or,conj,或,0
since,conj,自...以來;因為,0
so,conj,因此,0
than,conj,比較,0
that,conj,以致,0
though,conj,雖然,0
till,conj,直到...為止,0
until,conj,直到...時,0
when,conj,當...時;既然;然而,0
where,conj,在...處;到...的地方;...的地方,0
whether,conj,是否,0
while,conj,當...的時候,0
yet,conj,然而,0
act,n,"行動,法案",0
action,n,動作,0
actor,n,男演員,0
actress,n,女演員,0
address,n,地址; 演說,0
adult,n,成年人,0
afternoon,n,下午;午後,0
age,n,年齡,0
agreement,n,同意,0
air,n,空氣,0
airmail,n,航空郵件,0
airplane,n,飛機,0
airport,n,飛機場,0
all,n,"全體,一切;全部財產",0
anger,n,生氣,0
animal,n,動物,0
answer,n,答案,0
ant,n,螞蟻,0
ape,n,大猩猩,0
apple,n,蘋果,0
April,n,四月,0
area,n,地區;面積,0
arm,n,手臂,0
army,n,軍隊;大群,0
