vocab,type,meaning,weight
sympathetic,adj,同情的;有同情心的,0
systematic,adj,有系統的;成體系的,0
technological,adj,"技術(學)的,工藝(學)的",0
tense,adj,繃緊的,0
thorough,adj,徹底的;完全的,0
thoughtful,adj,考慮周到的,0
timid,adj,膽小的;羞怯的,0
tiresome,adj,令人厭倦的,0
tolerable,adj,可忍受的;可容忍的,0
tolerant,adj,"忍受的,容忍的",0
tough,adj,"堅韌的,牢固的;頑固的;棘手的",0
tragic,adj,"悲慘的,不幸的",0
tremendous,adj,"巨大的;極度的,驚人的",0
tribal,adj,部落的;種族的,0
troublesome,adj,"麻煩的,棘手的",0
unique,adj,獨特的,0
universal,adj,宇宙的;通用的,0
urban,adj,城市的,0
urgent,adj,"緊急的,急迫的",0
vain,adj,愛虛榮的;徒然的,0
vast,adj,"廣闊的,浩瀚的;非常的",0
very,adj,正是;恰好是;僅僅,0
virgin,adj,未玷污的,0
visual,adj,視力的;光學的,0
vital,adj,充滿活力的;致命的,0
voluntary,adj,自願的,0
weekly,adj,每週的;一週一次的,0
yearly,adj,每年的;按年的,0
youthful,adj,年輕的;富青春活力的,0
abandon,v,放棄,0
absorb,v,"吸收(液體,氣體,光,聲等)",0
access,v,取出(資料);使用;接近,0
accompany,v,陪同;伴隨,0
accomplish,v,完成;實現;達到,0
accuse,v,指控,0
acquaint,v,使認識;使熟悉,0
acquire,v,取得;獲得,0
adapt,v,使適應;使適合,0
adjust,v,校準;調整;適應,0
alert,v,向...報警;使警覺,0
amuse,v,逗...高興,0
analyze,v,分析,0
annoy,v,"惹惱,使生氣;使煩惱",0
apologize,v,道歉,0
appoint,v,"任命,指派",0
arch,v,"使成弧形,拱起",0
arise,v,升起,0
arouse,v,喚起;激動;叫醒,0
assemble,v,"集合,召集",0
assign,v,"分配,分派",0
associate,v,"聯想,把...聯想在一起",0
assume,v,假定,0
assure,v,"向...保證,擔保",0
attach,v,"裝上,貼上;使附屬",0
await,v,"等候,期待",0
backpack,v,把...放入背包; 背負簡便行李旅行,0
bankrupt,v,使破產;使赤貧,0
bargain,v,討價還價,0
blend,v,使混和,0
blink,v,眨眼睛;閃爍,0
bloom,v,開花;興盛,0
blossom,v,開花;發展成,0
blush,v,臉紅,0
boast,v,吹牛;誇耀,0
bond,v,以...作抵押;使...黏合,0
bounce,v,"彈起,彈回",0
breed,v,"使繁殖,飼養",0
broil,v,烤;炙,0
calculate,v,計算,0
campaign,v,參加競選,0
carve,v,"刻,雕刻",0
catalog,v,將...編入目錄,0
catalogue,v,"為...編目;登記,記載",0
cease,v,"停止,終止",0
cement,v,"黏緊,黏牢",0
cherish,v,撫育;愛護,0
chirp,v,鳥發啾聲;蟲發唧聲;人嘁喳說話,0
circulate,v,流通;發行,0
clarify,v,澄清;闡明,0
clash,v,砰地相碰撞,0
classify,v,將...分類,0
climax,v,使達到頂點(或高潮),0
code,v,為...編碼,0
collapse,v,倒塌,0
comment,v,評論,0
commit,v,"使作出保證;犯(罪),做(錯事等)",0
complicate,v,使複雜化,0
compose,v,"作(詩,曲等);構(圖)",0
concentrate,v,濃縮;全神貫注,0
concrete,v,使凝固;使結合,0
confess,v,"坦白,供認,承認",0
confine,v,限制;使局限,0
congratulate,v,祝賀;恭禧,0
conquer,v,克服;征服,0
consist,v,"組成,構成",0
constitute,v,"構成,組成",0
construct,v,"建造,構成",0
consult,v,與...商量,0
consume,v,"消耗,花費;耗盡",0
content,v,使滿足,0
contest,v,"競爭,角逐;爭辯",0
contrast,v,"使對比,使對照",0
contribute,v,"捐獻,捐助;貢獻,出力",0
converse,v,"交談,談話",0
convey,v,運送;傳達,0
convince,v,使信服;說服,0
cooperate,v,"合作,協作;(事物)配合",0
cope,v,競爭,0
cork,v,用軟木塞塞住;抑制,0
correspond,v,"符合,一致",0
counter,v,反對;反擊,0
crack,v,砸開,0
cram,v,把...塞滿;死記硬背,0
cripple,v,使成跛子;使殘廢,0
criticize,v,批評;批判;苛求,0
crush,v,"壓碎,壓壞",0
cube,v,使成立方形;切成小方塊,0
cue,v,給...暗示,0
curl,v,使(頭髮)捲曲,0
curse,v,"詛咒,咒罵",0
curve,v,使彎曲;使成曲線,0
cushion,v,緩和...的衝擊,0
damn,v,"罵...該死,咒罵",0
damp,v,使潮濕;使沮喪;抑制,0
declare,v,"宣佈,宣告",0
decrease,v,減少,0
defeat,v,"戰勝,擊敗",0
defend,v,防禦;保衛;保護,0
delight,v,使高興,0
demand,v,"要求,請求",0
demonstrate,v,"示範操作(產品),展示",0
depart,v,"起程,出發;離開,離去",0
depress,v,使沮喪,0
deserve,v,"應受,該得",0
devise,v,設計;發明,0
devote,v,將...奉獻,0
differ,v,"不同,相異",0
digest,v,消化(食物),0
disadvantage,v,使處於不利地位,0
discipline,v,懲戒,0
disconnect,v,切斷(電話、電源等),0
discourage,v,"使洩氣,使沮喪",0
disguise,v,"掩飾,隱瞞",0
disgust,v,使作嘔,0
dismiss,v,"解散,遣散;解雇;開除",0
disorder,v,使混亂;擾亂,0
dispute,v,爭論;爭執,0
distinguish,v,區別;識別,0
distribute,v,分發;分配,0
disturb,v,"妨礙,打擾",0
divorce,v,"與...離婚,使離婚",0
dominate,v,"支配,統治,控制",0
download,v,下載,0
doze,v,"打瞌睡,打盹",0
draft,v,起草;設計,0
dread,v,懼怕;擔心,0
drift,v,"漂,漂流",0
drill,v,鑽(孔);在...上鑽孔,0
dye,v,把...染上顏色,0
eliminate,v,"排除,消除",0
email,v,electronic mail,0
e-mail,v,傳送電子郵件,0
embarrass,v,使困窘,0
emerge,v,浮現;出現,0
enclose,v,圍住;圈起,0
encounter,v,"遭遇(敵人);遇到(困難,危險等)",0
endanger,v,危及;使遭到危險,0
endure,v,"忍耐,忍受",0
enforce,v,"實施,執行",0
enlarge,v,擴大;擴展,0
entertain,v,"招待,款待",0
equip,v,"裝備,配備",0
establish,v,建立;設立,0
estimate,v,"估計,估量",0
evaluate,v,對...評價,0
evidence,v,"顯示,表明",0
exaggerate,v,"張,誇大;對...言過其實",0
exhaust,v,使精疲力盡,0
exhibit,v,"展示,陳列",0
expand,v,"展開,張開",0
explore,v,探測;探勘,0
expose,v,使暴露於,0
extend,v,"延長,延伸",0
feast,v,盛宴款待,0
ferry,v,用渡船運送,0
fetch,v,(去)拿來,0
finance,v,籌措資金,0
flatter,v,諂媚;奉承,0
flee,v,逃離;逃避,0
flunk,v,失敗;不及格,0
flush,v,湧;湧流;用水沖洗,0
foam,v,起泡沫,0
forbid,v,"禁止,不許",0
forecast,v,預測,0
frame,v,給...裝框子,0
frost,v,結霜於,0
frown,v,皺眉;表示不滿,0
fuel,v,加燃料;加油,0
fulfill,v,履行(諾言等),0
furnish,v,給(房間)配置(傢俱等);供應;提供,0
gaze,v,"凝視,注視,盯",0
gear,v,"使適應,使適合",0
giggle,v,咯咯地笑;傻笑,0
glide,v,"滑動,滑行",0
glimpse,v,"看一眼,瞥見",0
grace,v,使優美,0
grieve,v,使悲傷;使苦惱,0
grind,v,磨(碎),0
guarantee,v,保證;擔保,0
halt,v,停止;終止,0
harden,v,使變硬;使變堅固,0
hasten,v,催促;加速;趕緊,0
herd,v,放牧,0
honeymoon,v,度蜜月,0
hook,v,用鉤鉤住,0
horrify,v,"使恐懼,使驚懼",0
hose,v,用軟管淋澆,0
host,v,"主辦,主持;以主人身分招待",0
identify,v,確認;識別,0
idle,v,空轉,0
illustrate,v,"(用圖,實例等)說明",0
imitate,v,模仿,0
immigrate,v,遷移;遷入,0
impact,v,壓緊;擠滿,0
imply,v,暗指;暗示;意味著,0
industrialize,v,使工業化,0
infect,v,傳染;侵染;感染,0
initial,v,簽姓名的首字母於;草簽,0
input,v,將(資料等)輸入電腦,0
insert,v,插入;嵌入,0
inspire,v,鼓舞,0
install,v,"安裝,設置",0
instruct,v,指示,0
insult,v,"侮辱,羞辱",0
intend,v,想要;打算,0
intensify,v,"加強,增強",0
interact,v,互相作用,0
interfere,v,"介入;干涉,干預",0
intermediate,v,作中間人;干預,0
interpret,v,解釋,0
invade,v,"侵入,侵略",0
invest,v,投(資),0
involve,v,"使捲入,連累;牽涉",0
isolate,v,使孤立,0
itch,v,發癢,0
knuckle,v,用指關節敲打,0
labor,v,勞動;努力,0
lag,v,落後;延遲,0
landscape,v,在(一片土地)上造園,0
launch,v,發射;開始,0
lean,v,"倚,靠",0
lecture,v,講課;訓斥,0
license,v,"許可,准許;發許可證給",0
lighten,v,"使光明,照亮",0
loan,v,"借出,貸與",0
manufacture,v,"(大量)製造,加工",0
mislead,v,把...帶錯方向;把...引入歧途,0
misunderstand,v,誤會;曲解,0
monitor,v,監控;監聽;監測,0
motivate,v,給...動機;刺激,0
mow,v,刈(草坪等)上的草,0
murmur,v,"私下抱怨,咕噥",0
neglect,v,"忽視,忽略",0
negotiate,v,"談判,協商",0
nevertheless,v,"仍然,不過,然而",0
obtain,v,"得到,獲得",0
occupy,v,"佔領,佔據",0
offend,v,冒犯;觸怒,0
oppose,v,反對,0
orbit,v,繞軌道運行,0
overcome,v,戰勝;克服,0
overlook,v,眺望;俯瞰,0
overtake,v,追上;趕上;超過,0
overthrow,v,打倒;推翻;廢除,0
pace,v,踱步於,0
parachute,v,"傘降,跳傘",0
pedal,v,踩踏板,0
peer,v,"凝視,盯著看",0
perfume,v,使充滿香氣,0
pioneer,v,"當先驅,成為開拓者",0
pirate,v,掠奪;剽竊,0
plot,v,"密謀,策劃;標繪",0
polish,v,"磨光,擦亮",0
portray,v,畫;描寫,0
possess,v,"擁有,持有;具有",0
predict,v,預言;預料,0
preserve,v,"保存,保藏;防腐",0
privilege,v,給予...特權,0
proceed,v,"開始,著手",0
prompt,v,提示,0
prosper,v,"繁榮,昌盛",0
protest,v,"抗議,反對",0
publish,v,出版;發行;刊載,0
quake,v,顫抖;震動;搖晃,0
quilt,v,加軟襯料後縫製;東拼西湊地編(書),0
rage,v,"發怒,怒斥",0
rebel,v,造反;反叛,0
recall,v,回憶;使想起;召回,0
recite,v,背誦;朗誦;詳述,0
recycle,v,回收,0
refer,v,"論及,談到;參考",0
reflect,v,"反射;照出,映出",0
reform,v,"改革,革新",0
refresh,v,使得到補充;更新,0
register,v,"註冊,申報",0
regulate,v,為...制訂規章;調節,0
relieve,v,"緩和,減輕;解除",0
remark,v,議論;評論,0
remedy,v,補救;糾正;去除(弊病等),0
rescue,v,援救;營救,0
research,v,"調查,探究",0
resemble,v,"像,類似",0
resign,v,"放棄,辭去",0
resolve,v,"解決,解答;使分解",0
restore,v,恢復,0
retain,v,"保留,保持",0
retire,v,退休;退役,0
retreat,v,"撤退,退卻",0
revenge,v,替...報仇,0
revise,v,校訂;更改,0
reward,v,酬謝;獎勵,0
rhyme,v,押韻,0
route,v,給...定路線,0
ruin,v,毀滅,0
sacrifice,v,犧牲;獻出,0
salary,v,給...薪水,0
scold,v,"罵,責罵",0
scratch,v,抓;搔,0
sculpture,v,雕刻,0
shelter,v,遮蔽;庇護,0
shift,v,轉移;移動,0
shrug,v,聳(肩),0
shuttle,v,短程穿梭般運送,0
site,v,為...選址;設置,0
sketch,v,寫生;速寫;為...繪草圖,0
sled,v,乘雪橇,0
sledge,v,乘雪橇,0
sleigh,v,駕雪橇;用雪橇運輸,0
slight,v,輕視;藐視,0
sneeze,v,打噴嚏,0
sob,v,嗚咽;啜泣,0
spare,v,"分出,騰出(時間,人手)",0
spark,v,發動;點燃,0
sparkle,v,發火花;閃耀;煥發,0
spear,v,"刺,戳",0
split,v,劈開;切開,0
stem,v,"起源於,由...而造成",0
strengthen,v,加強;增強,0
strive,v,"努力,苦幹,奮鬥;反抗,鬥爭",0
stroke,v,畫短線於,0
summarize,v,"總結,概述,概括",0
surf,v,衝浪;在網路或頻道上搜索資料,0
surrender,v,"使投降,使自首",0
sway,v,搖動;搖擺;影響,0
tap,v,"輕拍,輕叩",0
telegraph,v,用電報發送;電匯;電購,0
tense,v,"使拉緊,使繃緊",0
terrify,v,使害怕;使恐怖,0
tolerate,v,忍受;寬恕;容許,0
transfer,v,轉換;調動,0
transform,v,使改變;使轉化,0
translate,v,翻譯,0
triumph,v,獲得勝利,0
twinkle,v,(星等)閃爍;閃耀,0
upload,v,[電腦]上載,0
urge,v,催促;力勸,0
violate,v,違犯;擾亂,0
volunteer,v,自願(做),0
voyage,v,航行;旅行,0
withdraw,v,提取;撤離,0
witness,v,目擊;為...作證,0
wreck,v,遇難;受到破壞,0
wrinkle,v,起皺紋,0
counter,adv,"反方向地,相反地",0
elsewhere,adv,在別處;往別處,0
furthermore,adv,"而且,此外,再者",0
highly,adv,"非常,很,高度地",0
largely,adv,大部分;主要地;大量地,0
lately,adv,"近來,最近;不久前",0
leisurely,adv,"從容不迫地,慢慢地",0
monthly,adv,每月;每月一次,0
moreover,adv,"並且,加之,此外",0
mostly,adv,"一般地,通常",0
namely,adv,"即,那就是",0
nowadays,adv,"現今,時下",0
otherwise,adv,"除此以外;否則,不然",0
overnight,adv,一整夜的,0
roughly,adv,粗糙地;粗暴地;大約,0
scarcely,adv,"幾乎不,幾乎沒有",0
weekly,adv,每週,0
yearly,adv,一年一度,0
amid,prep,在...之間;在...之中,0
amidst,prep,在...之中;在...中間,0
concerning,prep,關於,0
despite,prep,"不管,儘管,任憑",0
including,prep,包括,0
regarding,prep,關於;就...而論,0
abdomen,n,下腹,0
accent,n,重音;腔調,0
acceptance,n,"接受;領受;(票據等的)承兌,認付",0
access,n,通道;入口;門路,0
accomplishment,n,成就;成績;造詣;實現,0
accountant,n,會計師,0
accuracy,n,正確(性);準確(性),0
acid,n,(化學)酸,0
acquaintance,n,相識的人,0
acre,n,英畝,0
adjective,n,形容詞,0
adjustment,n,調節;調整,0
admiration,n,欽佩;羨慕,0
admission,n,進入許可;入場費;承認,0
adverb,n,副詞,0
agency,n,仲介;代理,0
agent,n,代理人;代理商,0
alcohol,n,酒精;酒,0
alert,n,"警戒,警報;警戒狀態",0
allowance,n,"津貼,零用錢",0
aluminum,n,鋁,0
amateur,n,業餘從事者;外行,0
amusement,n,樂趣;消遣,0
analysis,n,分析,0
ancestor,n,"祖宗,祖先",0
anniversary,n,周年紀念日,0
anxiety,n,"焦慮,掛念",0
apology,n,道歉,0
appliance,n,"用具;裝置,設備",0
applicant,n,申請人,0
application,n,申請,0
appointment,n,(尤指正式的)約會;約定,0
appreciation,n,"欣賞,鑑賞;賞識",0
approval,n,批准;認可,0
arch,n,"拱門,拱形",0
arms,n,武器;戰爭;戰鬥;兵役,0
article,n,文章;條款,0
aspect,n,"方面,觀點",0
aspirin,n,阿斯匹靈(解熱鎮痛藥),0
assembly,n,集會;集合,0
assignment,n,(分派的)任務;工作;(課外)作業,0
assistance,n,"幫助,協助",0
associate,n,夥伴;同事,0
association,n,"協會,公會,社團",0
assurance,n,保證,0
atmosphere,n,大氣;氣氛,0
atom,n,原子,0
attachment,n,連接;安裝;附著;附屬物;附件;扣押;扣押令,0
attraction,n,吸引;吸引力,0
authority,n,職權;官方,0
autobiography,n,自傳,0
backpack,n,背包,0
ballet,n,芭蕾舞,0
bankrupt,n,破產者;赤貧者,0
bargain,n,交易;廉價,0
barrier,n,障礙物;路障,0
basin,n,臉盆;盆地,0
battery,n,電池,0
beak,n,鳥嘴,0
beam,n,橫樑;光束,0
behavior,n,行為,0
biography,n,傳記,0
biology,n,生物學,0
blade,n,刀片;葉片;葉片狀物,0
blend,n,"混合,混雜;交融;混合物",0
blessing,n,祈神賜福;祝福,0
blink,n,眨眼睛;一瞬間,0
bloom,n,開花,0
blossom,n,花;開花,0
blush,n,臉紅,0
boast,n,吹牛;大話,0
bond,n,結合力;束縛,0
bounce,n,"彈,反彈",0
bra,n,奶罩,0
bracelet,n,手鐲;臂鐲,0
brassiere,n,胸罩,0
breed,n,品種,0
bridegroom,n,新郎,0
bulletin,n,公報;公告,0
cabinet,n,"櫥,櫃;內閣",0
calculation,n,"計算;估計,推測;盤算",0
calculator,n,計算機,0
calorie,n,卡路里,0
campaign,n,"運動,活動",0
candidate,n,候選人;候補者,0
capacity,n,"容量,容積",0
cape,n,"岬,海角",0
capitalism,n,資本主義,0
capitalist,n,資本主義者,0
career,n,職業;生涯;歷程,0
cargo,n,(船、飛機、車輛裝載的)貨物,0
carrier,n,運送人;從事運輸業公司;帶菌者,0
catalog,n,目錄,0
catalogue,n,"目錄;大學概況一覽;登記,記載",0
CD,n,激光唱片,0
cease,n,停息,0
celebration,n,慶祝,0
cement,n,水泥,0
chamber,n,"室,房間;議院",0
championship,n,冠軍的地位,0
characteristic,n,"特性,特徵",0
charity,n,施捨;善舉,0
chemistry,n,化學,0
chirp,n,啁啾聲;唧唧聲,0
chore,n,家庭雜務,0
chorus,n,合唱隊,0
cigar,n,雪茄煙,0
cinema,n,電影院;電影;電影業,0
circulation,n,發行量,0
circumstance,n,境況;境遇,0
civilian,n,"平民,百姓",0
civilization,n,文明,0
clash,n,"碰撞聲,鏗鏘聲",0
classification,n,分類;分級,0
cliff,n,"懸崖,峭壁",0
climax,n,"頂點,最高點",0
code,n,法規;代碼;電碼,0
collapse,n,倒塌,0
combination,n,組合,0
comedy,n,喜劇,0
comic,n,漫畫,0
commander,n,"指揮官,司令官",0
comment,n,評論,0
commerce,n,"商業,貿易,交易",0
communication,n,交往;通信,0
community,n,社區,0
compact disk,n,光碟,0
companion,n,"同伴,伴侶",0
competition,n,"競爭,角逐",0
competitor,n,競爭者;對手,0
composer,n,作曲家,0
composition,n,寫作;作曲;作品;作文,0
concentration,n,專心;濃縮,0
concept,n,"概念,觀念",0
concrete,n,混凝土,0
conductor,n,指揮,0
conference,n,"(正式)會議;討論會,協商會",0
confidence,n,"自信,信心,把握",0
confusion,n,困惑;慌亂,0
congress,n,立法機關,0
conjunction,n,連接詞;結合;關聯,0
conscience,n,良心;道義心,0
consequence,n,"結果,後果",0
conservative,n,"保守者,守舊者",0
consonant,n,子音,0
constitution,n,"憲法;章程,法規",0
construction,n,"建造,建設",0
consultant,n,顧問,0
consumer,n,消費者;消耗者,0
container,n,容器,0
content,n,"內容,要旨",0
contentment,n,知足;滿意,0
contest,n,"爭奪,競爭",0
context,n,上下文;文章脈絡,0
contrary,n,相反;反面;對立的一方,0
contrast,n,"對比,對照",0
contribution,n,貢獻,0
convenience,n,方便;合宜,0
convention,n,"會議,大會",0
cooperation,n,合作;協力,0
cooperative,n,合作社;合作商店,0
copper,n,銅,0
cord,n,"細繩,粗線,索",0
cork,n,軟木;軟木塞,0
costume,n,"服裝,裝束",0
cottage,n,小屋,0
council,n,會議,0
counter,n,櫃臺,0
courtesy,n,禮貌,0
crack,n,裂縫;爆裂聲,0
craft,n,"工藝,手藝",0
creation,n,創造;創作;創立,0
creativity,n,創造力,0
cripple,n,跛子;殘廢的人,0
critic,n,"批評家,評論家",0
criticism,n,批評;評論,0
cruelty,n,"殘酷,殘忍",0
crush,n,"壓碎,毀壞; 迷戀;迷戀的對象",0
cube,n,立方體;立方,0
cucumber,n,"黃瓜,胡瓜",0
cue,n,"暗示,信號",0
cunning,n,"狡猾,奸詐;靈巧,熟練",0
curiosity,n,好奇心,0
curl,n,"捲毛,捲髮",0
curse,n,咒語;詛咒,0
curve,n,曲線,0
cushion,n,墊子;坐墊,0
damn,n,詛咒,0
damp,n,"濕氣,潮濕",0
deadline,n,最後限期,0
decoration,n,"裝飾,裝潢",0
decrease,n,"減少,減小;減少額,減小量",0
defeat,n,"失敗,戰敗,挫折",0
